sentence	name	link
 Нужно было его впрыскивать или нет?	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 На бедрах Анна Николаевна, чуть-чуть касаясь, гладила бугры, набухшие от физиологического раствора.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 А девушка жила.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я взял нож, стараясь подражать (раз в жизни в университете я видел ампутацию) кому-то...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я умолял теперь судьбу, чтобы уж в ближайшие полчаса она не померла...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" ""Пусть умрет в палате, когда я окончу операцию..."" За меня работал только мой здравый смысл, подхлестнутый необычайностью обстановки."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я кругообразно и ловко, как опытный мясник, острейшим ножом полоснул бедро, и кожа разошлась, не дав ни одной росинки крови.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" ""Сосуды начнут кровить, что я буду делать?"" — думал я и, как волк, косился на груду торзионных пинцетов."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я срезал громадный кус женского мяса и один из сосудов — он был в виде беловатой трубочки, — но ни капли крови не выступило из него.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я зажал его торзионным пинцетом и двинулся дальше.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" Я натыкал эти торзионные пинцеты всюду, где предполагал сосуды ""Артериа... артериа..."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Торзионные пинцеты висели гроздьями.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" Их марлей оттянули кверху вместе с мясом, и я стал мелкозубой ослепительной пилой пилить круглую кость ""почему не умирает?.."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" Это удивительно... ох, как живуч человек!"" И кость отпала."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 В руках у Демьяна Лукича осталось то, что было девичьей ногой.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Лохмы мяса, кости!	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Все это отбросили в сторону, и на столе оказалась девушка, как будто укороченная на треть, с оттянутой в сторону культей.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" ""Еще, еще немножко... не умирай, — вдохновенно думал я, — потерпи до палаты, дай мне выскочить благополучно из этого ужасного случая моей жизни""."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Потом вязали лигатурами, потом, щелкая колленом, я стал редкими швами зашивать кожу... но остановился, осененный, сообразил...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Пот застилал мне глаза, и мне казалось, будто я в бане...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Отдулся.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Тяжело посмотрел на культю, на восковое лицо.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Спросил: — Жива?	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Жива... — как беззвучное эхо, отозвались сразу и фельдшер и Анна Николаевна.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Еще минуточку проживет, — одними губами, без звука в ухо сказал мне фельдшер.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Потом запнулся и деликатно посоветовал: — Вторую ногу, может, и не трогать, доктор.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Марлей, знаете ли, замотаем... а то не дотянет до палаты...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 А?	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Все лучше, если не в операционной скончается.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Гипс давайте, — сипло отозвался я, толкаемый неизвестной силой.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Весь пол был заляпан белыми пятнами, все мы были в поту.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Полутруп лежал неподвижно.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Правая нога была забинтована гипсом, и зияло на голени вдохновенно оставленное мною окно на месте перелома.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Живет... — удивленно хрипнул фельдшер.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Затем ее стали подымать, и под простыней бы виден гигантский провал — треть ее тела мы оставили в операционной.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Затем колыхались тени в коридоре, шмыгали сиделки, и я видел, как по стене прокралась растрепанная мужская фигура и издала сухой вопль.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Но его удалили.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 И стихло.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 В операционной я мыл окровавленные по локоть руки.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Вы, доктор, вероятно, много делали ампутаций? — вдруг спросила Анна Николаевна.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Очень, очень хорошо...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Не хуже Леопольда...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" В ее устах слово ""Леопольд"" неизменно звучало, как ""Дуайен""."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я исподлобья взглянул на лица.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 И у всех — и у Демьяна Лукича и у Пелагеи Ивановны — заметил в глазах уважение и удивление.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Кхм... я...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я только два раза делал, видите ли...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Зачем я солгал?	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Теперь мне это непонятно.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 В больнице стихло.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Совсем.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" — Когда умрет, обязательно пришлите за мной, — вполголоса приказ я фельдшеру, и он почему-то вместо ""хорошо"" ответил почтительно: — Слушаю-с..."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Через несколько минут я был у зеленой лампы в кабинете докторской квартиры.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Дом молчал.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Бледное лицо отражалось в чернейшем стекле.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" ""Нет, я не похож на Дмитрия Самозванца, и я, видите ли, постарел как-то..."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Складка над переносицей...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Сейчас постучат...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
" Скажут ""умерла""..."" Да, пойду я и погляжу в последний раз..."	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Сейчас раздастся стук...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 В дверь постучали.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Это было через два с половиной месяца.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 В окне сиял один из первых зимних дней.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Вошел он; я его разглядел только тогда.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Да, действительно черты лица правильные.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Лет сорока пяти.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Глаза искрятся.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Затем шелест... на двух костылях впрыгнула очаровательной красоты одноногая девушка в широчайшей юбке, обшитой по подолу красной каймой.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Она поглядела на меня, и щеки ее замело розовой краской.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — В Москве... в Москве...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — И я стал писать адрес — там устроят протез, искусственную ногу.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Руку поцелуй, — вдруг неожиданно сказал отец.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Я до того растерялся, что вместо губ поцеловал ее в нос.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Тогда она, обвисая на костылях, развернула сверток, и выпало длинное снежно-белое полотенце с безыскусственным красным вышитым петухом.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Так вот что она прятала под подушку на осмотрах.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 То-то, я помню, нитки лежали на столике.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 — Не возьму, — сурово сказал я и даже головой замотал.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Но у нее стало такое лицо, такие глаза, что я взял...	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 И много лет оно висело у меня в спальне в Мурьеве, потом странствовало со мной.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 Наконец обветшало, стерлось, продырявилось и исчезло, как стираются и исчезают воспоминания.	Михаил Булгаков. Полотенце с петухом.	http://az.lib.ru/b/bulgakow_m_a/text_01_1926_polotentze_s_petuhom.shtml
 То, как зверь, она завоет,То заплачет, как дитя.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Вся эта история началась с того, что, по словам всезнающей Аксиньи, конторщик Пальчиков, проживающий в Шалометьеве, влюбился в дочь агронома.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Любовь была пламенная, иссушающая беднягино сердце.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Он съездил в уездный город Грачевку и заказал себе костюм.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Вышел этот костюм ослепительным, и очень возможно, что серые полоски на конторских штанах решили судьбу несчастного человека.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Дочка агронома согласилась стать его женой.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Я же — врач N-ской больницы участка, такой-то губернии, — после того как отнял ногу у девушки, попавшей в мялку для льна, прославился настолько, что под тяжестью своей славы чуть не погиб.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Ко мне на прием по накатанному санному пути стали ездить сто человек крестьян в день.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Я перестал обедать.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Арифметика — жестокая наука.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Предположим, что на каждого из ста моих пациентов я тратил только по пять минут... пять!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Пятьсот минут — восемь часов двадцать минут.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Подряд, заметьте.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 И, кроме того, у меня было стационарное отделение на тридцать человек.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 И, кроме того, я ведь делал операции.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Одним словом, возвращаясь из больницы в девять часов вечера, я не хотел ни есть, ни пить, ни спать.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Ничего не хотел, кроме того, чтобы никто не приехал звать меня на роды.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 И в течение двух недель по санному пути меня ночью увозили раз пять.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Темная влажность появилась у меня в глазах, а над переносицей легла вертикальная складка, как червяк.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Ночью я видел в зыбком тумане неудачные операции, обнаженные ребра, а руки свои в человеческой крови и просыпался, липкий и прохладный, несмотря на жаркую печку-голландку.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 На обходе я шел стремительной поступью, за мною мело фельдшера, фельдшерицу и двух сиделок.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Останавливаясь у постели, на которой, тая в жару и жалобно дыша, болел человек, я выжимал из своего мозга все, что в нем было.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Пальцы мои шарили по сухой, пылающей коже, я смотрел в зрачки, постукивал по ребрам, слушал, как таинственно бьет в глубине сердце, и нес в себе одну мысль: как его спасти?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 И этого — спасти.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 И этого!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Всех!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Шел бой.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
" Каждый день он начинался утром при бледном свете снега, а кончался при желтом мигании пылкой лампы ""молнии""."	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
" ""Чем это кончится, мне интересно было бы знать? — говорил я сам себе ночью."	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
" — Ведь этак будут ездить на санях и в январе, и в феврале, и в марте""."	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Я написал в Грачевку и вежливо напомнил о том, что на N-ском участке полагается и второй врач.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Письмо на дровнях уехало по ровному снежному океану за сорок верст.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Через три дня пришел ответ: писали, что, конечно, конечно...	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Обязательно... но только не сейчас...	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Заключали письмо некоторые приятные отзывы о моей работе и пожелания дальнейших успехов.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Окрыленный ими, я стал тампонировать, впрыскивать дифтерийную сыворотку, вскрывать чудовищных размеров гнойники, накладывать гипсовые повязки...	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Во вторник приехали не сто, а сто одиннадцать человек.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Прием я кончил в девять часов вечера.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Заснул я, стараясь угадать, сколько будет завтра, в среду?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Мне приснилось, что приехало девятьсот человек.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Утро заглянуло в окошко спальни как-то особенно бело.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Я открыл глаза, не понимая, что меня разбудило.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Потом сообразил — стук.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Доктор, — узнал голос акушерки Пелагеи Ивановны, — вы проснулись?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Угу, — ответил я диким голосом спросонья.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Я пришла вам сказать, чтоб вы не спешили в больницу.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Два человека всего приехали.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Вы что, шутите?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Честное слово.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Вьюга, доктор, вьюга, — повторила она радостно в замочную скважину.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — А у этих зубы кариозные.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Демьян Лукич вырвет.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Да ну...	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Я даже с постели соскочил неизвестно почему.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Замечательный выдался денек.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Побывав на обходе, я целый день ходил по своим апартаментам (квартира врачу была отведена в шесть комнат, и почему-то двухэтажная — три комнаты вверху, а кухня и три комнаты внизу), свистел из опер, курил, барабанил в окна...	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 А за окнами творилось что-то, мною еще никогда не виданное.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Неба не было, земли тоже.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Вертело и крутило белым и косо и криво, вдоль и поперек, словно черт зубным порошком баловался.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 В полдень отдан был мною Аксинье, исполняющей обязанности кухарки и уборщицы при докторской квартире, приказ: в трех ведрах и в котле вскипятить воды.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Я месяц не мылся.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Мною с Аксиньей было из кладовки извлечено неимоверных размеров корыто.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Его установили на полу в кухне (о ваннах, конечно, и разговора в N-ске быть не могло.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Были ванны только в самой больнице — и те испорченные).	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Около двух часов дня вертящаяся сетка за окном значительно поредела, а я сидел в корыте голый и с намыленной головой.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Эт-то я понимаю... — сладостно бормотал я, выплескивая себе на спину жгучую воду, — эт-то я понимаю!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 А потом мы, знаете ли, пообедаем, а потом заснем.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 А если я высплюсь, то пусть завтра хоть полтораста человек приезжает.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Какие новости, Аксинья?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Аксинья сидела за дверью в ожидании, пока кончится банная операция.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Конторщик в Шалометьевом имении женится, — отвечала Аксинья.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Да ну!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Согласилась?	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 — Ей-богу!	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
 Влюбле-ен... — пела Аксинья, погромыхивая посудой.	Михаил Булгаков. Вьюга.	http://az.lib.ru/b/bulgakow_m_a/text_02_1926_viyuga.shtml
